画像,ラベル
"[[[0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  ...,
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549]],

 [[0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  ...,
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549]],

 [[0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  ...,
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549]],

 ...,

 [[0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  ...,
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549]],

 [[0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  ...,
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549]],

 [[0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  ...,
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549],
  [0.18039216, 0.80784314, 0.11372549]]]","(46, 206, 29)"
"[[[0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  ...,
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275]],

 [[0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  ...,
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275]],

 [[0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  ...,
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275]],

 ...,

 [[0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  ...,
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275]],

 [[0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  ...,
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275]],

 [[0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  ...,
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275],
  [0.52156863, 0.60392157, 0.15686275]]]","(133, 154, 40)"
"[[[0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  ...,
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686]],

 [[0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  ...,
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686]],

 [[0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  ...,
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686]],

 ...,

 [[0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  ...,
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686]],

 [[0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  ...,
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686]],

 [[0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  ...,
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686],
  [0.1254902 , 0.59215686, 0.79215686]]]","(32, 151, 202)"
"[[[0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  ...,
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745]],

 [[0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  ...,
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745]],

 [[0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  ...,
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745]],

 ...,

 [[0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  ...,
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745]],

 [[0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  ...,
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745]],

 [[0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  ...,
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745],
  [0.37254902, 0.58431373, 0.36862745]]]","(95, 149, 94)"
"[[[0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  ...,
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647]],

 [[0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  ...,
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647]],

 [[0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  ...,
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647]],

 ...,

 [[0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  ...,
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647]],

 [[0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  ...,
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647]],

 [[0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  ...,
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647],
  [0.88235294, 0.23137255, 0.14117647]]]","(225, 59, 36)"
"[[[0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  ...,
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098]],

 [[0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  ...,
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098]],

 [[0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  ...,
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098]],

 ...,

 [[0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  ...,
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098]],

 [[0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  ...,
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098]],

 [[0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  ...,
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098],
  [0.23529412, 0.37254902, 0.62745098]]]","(60, 95, 160)"
"[[[0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  ...,
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569]],

 [[0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  ...,
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569]],

 [[0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  ...,
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569]],

 ...,

 [[0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  ...,
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569]],

 [[0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  ...,
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569]],

 [[0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  ...,
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569],
  [0.3372549 , 0.85098039, 0.83921569]]]","(86, 217, 214)"
"[[[0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  ...,
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431]],

 [[0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  ...,
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431]],

 [[0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  ...,
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431]],

 ...,

 [[0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  ...,
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431]],

 [[0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  ...,
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431]],

 [[0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  ...,
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431],
  [0.34509804, 0.01568627, 0.76078431]]]","(88, 4, 194)"
"[[[0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  ...,
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ]],

 [[0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  ...,
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ]],

 [[0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  ...,
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ]],

 ...,

 [[0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  ...,
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ]],

 [[0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  ...,
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ]],

 [[0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  ...,
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ],
  [0.77647059, 0.61960784, 0.8627451 ]]]","(198, 158, 220)"
"[[[0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  ...,
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627]],

 [[0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  ...,
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627]],

 [[0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  ...,
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627]],

 ...,

 [[0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  ...,
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627]],

 [[0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  ...,
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627]],

 [[0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  ...,
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627],
  [0.30588235, 0.35686275, 0.61568627]]]","(78, 91, 157)"
"[[[0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  ...,
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471]],

 [[0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  ...,
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471]],

 [[0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  ...,
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471]],

 ...,

 [[0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  ...,
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471]],

 [[0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  ...,
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471]],

 [[0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  ...,
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471],
  [0.62352941, 0.83921569, 0.81176471]]]","(159, 214, 207)"
"[[[0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  ...,
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ]],

 [[0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  ...,
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ]],

 [[0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  ...,
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ]],

 ...,

 [[0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  ...,
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ]],

 [[0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  ...,
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ]],

 [[0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  ...,
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ],
  [0.45098039, 0.73333333, 0.2745098 ]]]","(115, 187, 70)"
"[[[0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  ...,
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745]],

 [[0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  ...,
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745]],

 [[0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  ...,
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745]],

 ...,

 [[0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  ...,
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745]],

 [[0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  ...,
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745]],

 [[0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  ...,
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745],
  [0.83137255, 0.31764706, 0.96862745]]]","(212, 81, 247)"
"[[[0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  ...,
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098]],

 [[0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  ...,
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098]],

 [[0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  ...,
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098]],

 ...,

 [[0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  ...,
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098]],

 [[0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  ...,
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098]],

 [[0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  ...,
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098],
  [0.22352941, 0.25882353, 0.22745098]]]","(57, 66, 58)"
"[[[0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  ...,
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471]],

 [[0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  ...,
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471]],

 [[0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  ...,
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471]],

 ...,

 [[0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  ...,
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471]],

 [[0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  ...,
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471]],

 [[0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  ...,
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471],
  [0.4       , 0.25882353, 0.81176471]]]","(102, 66, 207)"
